Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,reaction time,stimulus,button pressed
2,1551894700283,06/03/2019 17:51:40,1551894701501,0,06/03/2019 17:51:41,6138,31,task-jgum,,2280555,5c40dea5f374a90001622c8e,621759,,complete,,5c8007e316fe5f0001f841fb,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3045.2599999844097,/task/29849/3/asset/Dog.mp3,1
3,1551894703094,06/03/2019 17:51:43,1551894704333,0,06/03/2019 17:51:44,6138,31,task-jgum,,2280555,5c40dea5f374a90001622c8e,621759,,complete,,5c8007e316fe5f0001f841fb,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2828.57499999227,/task/29849/3/asset/Owl.mp3,0
4,1551894705141,06/03/2019 17:51:45,1551894706392,0,06/03/2019 17:51:46,6138,31,task-jgum,,2280555,5c40dea5f374a90001622c8e,621759,,complete,,5c8007e316fe5f0001f841fb,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2056.7299999529496,/task/29849/3/asset/Goat.mp3,0
1,1551894726070,06/03/2019 17:52:06,1551894724707,0,06/03/2019 17:52:04,6138,31,task-jgum,,2280570,5c59f7cb4eea0b00017c9317,621761,,complete,,5c80084ebaf0670015b60800,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,11613.900238159527,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1551894731023,06/03/2019 17:52:11,1551894729708,0,06/03/2019 17:52:09,6138,31,task-jgum,,2280570,5c59f7cb4eea0b00017c9317,621761,,complete,,5c80084ebaf0670015b60800,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,4943.200111669277,/task/29849/3/asset/Dog.mp3,1
3,1551894733455,06/03/2019 17:52:13,1551894732155,0,06/03/2019 17:52:12,6138,31,task-jgum,,2280570,5c59f7cb4eea0b00017c9317,621761,,complete,,5c80084ebaf0670015b60800,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2443.4000600384024,/task/29849/3/asset/Owl.mp3,0
4,1551894735650,06/03/2019 17:52:15,1551894734346,0,06/03/2019 17:52:14,6138,31,task-jgum,,2280570,5c59f7cb4eea0b00017c9317,621761,,complete,,5c80084ebaf0670015b60800,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2188.8000349235954,/task/29849/3/asset/Goat.mp3,0
1,1551894809435,06/03/2019 17:53:29,1551894809279,0,06/03/2019 17:53:29,6138,31,task-jgum,,2280597,5c658b1c2ff6e000018bfa94,621770,,complete,,5c8008882d63590016fd7a65,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.0.1,1440x900,1440x837,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,5275,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1551894813103,06/03/2019 17:53:33,1551894812983,0,06/03/2019 17:53:32,6138,31,task-jgum,,2280597,5c658b1c2ff6e000018bfa94,621770,,complete,,5c8008882d63590016fd7a65,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.0.1,1440x900,1440x837,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3690,/task/29849/3/asset/Dog.mp3,1
3,1551894814918,06/03/2019 17:53:34,1551894814865,0,06/03/2019 17:53:34,6138,31,task-jgum,,2280597,5c658b1c2ff6e000018bfa94,621770,,complete,,5c8008882d63590016fd7a65,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.0.1,1440x900,1440x837,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1879,/task/29849/3/asset/Owl.mp3,0
4,1551894816282,06/03/2019 17:53:36,1551894816244,0,06/03/2019 17:53:36,6138,31,task-jgum,,2280597,5c658b1c2ff6e000018bfa94,621770,,complete,,5c8008882d63590016fd7a65,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.0.1,1440x900,1440x837,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1378,/task/29849/3/asset/Goat.mp3,0
1,1551894925801,06/03/2019 17:55:25,1551894925694,0,06/03/2019 17:55:25,6138,31,task-jgum,,2280633,5c6c53f1c3aa150001144ea6,621775,,complete,,5c800946b9f2040016ae31fa,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 72.0.3626.119,1280x800,1280x597,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3851.5149999875575,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1551894928428,06/03/2019 17:55:28,1551894928382,0,06/03/2019 17:55:28,6138,31,task-jgum,,2280633,5c6c53f1c3aa150001144ea6,621775,,complete,,5c800946b9f2040016ae31fa,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 72.0.3626.119,1280x800,1280x597,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2680.1850000047125,/task/29849/3/asset/Dog.mp3,1
3,1551894931932,06/03/2019 17:55:31,1551894931885,0,06/03/2019 17:55:31,6138,31,task-jgum,,2280633,5c6c53f1c3aa150001144ea6,621775,,complete,,5c800946b9f2040016ae31fa,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 72.0.3626.119,1280x800,1280x597,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3498.7750000000233,/task/29849/3/asset/Owl.mp3,0
4,1551894933126,06/03/2019 17:55:33,1551894933037,0,06/03/2019 17:55:33,6138,31,task-jgum,,2280633,5c6c53f1c3aa150001144ea6,621775,,complete,,5c800946b9f2040016ae31fa,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 72.0.3626.119,1280x800,1280x597,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1147.660000002361,/task/29849/3/asset/Goat.mp3,0
1,1551894939768,06/03/2019 17:55:39,1551894937133,0,06/03/2019 17:55:37,6138,31,task-jgum,,2280639,5bfae63246911f0001d7d3f8,621772,,complete,,5c80092d4bb4bc0001ea3e6e,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1280x720,1280x610,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3880.0900001078844,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1551894942724,06/03/2019 17:55:42,1551894940158,0,06/03/2019 17:55:40,6138,31,task-jgum,,2280639,5bfae63246911f0001d7d3f8,621772,,complete,,5c80092d4bb4bc0001ea3e6e,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1280x720,1280x610,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3013.7650000397116,/task/29849/3/asset/Dog.mp3,1
3,1551894945082,06/03/2019 17:55:45,1551894942504,0,06/03/2019 17:55:42,6138,31,task-jgum,,2280639,5bfae63246911f0001d7d3f8,621772,,complete,,5c80092d4bb4bc0001ea3e6e,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1280x720,1280x610,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2338.5999999009073,/task/29849/3/asset/Owl.mp3,0
4,1551894946801,06/03/2019 17:55:46,1551894944237,0,06/03/2019 17:55:44,6138,31,task-jgum,,2280639,5bfae63246911f0001d7d3f8,621772,,complete,,5c80092d4bb4bc0001ea3e6e,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1280x720,1280x610,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1724.2850000038743,/task/29849/3/asset/Goat.mp3,0
1,1551894999704,06/03/2019 17:56:39,1551894994020,0,06/03/2019 17:56:34,6138,31,task-jgum,,2280660,5bd9957a7351b50001b2c9ba,621774,,complete,,5c80092e78e54b0001d3e658,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.121,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,9534.655000000384,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1551895003877,06/03/2019 17:56:43,1551894998231,0,06/03/2019 17:56:38,6138,31,task-jgum,,2280660,5bd9957a7351b50001b2c9ba,621774,,complete,,5c80092e78e54b0001d3e658,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.121,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,4198.3399999999165,/task/29849/3/asset/Dog.mp3,1
3,1551895006094,06/03/2019 17:56:46,1551895000347,0,06/03/2019 17:56:40,6138,31,task-jgum,,2280660,5bd9957a7351b50001b2c9ba,621774,,complete,,5c80092e78e54b0001d3e658,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.121,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2106.369999999515,/task/29849/3/asset/Owl.mp3,0
4,1551895008765,06/03/2019 17:56:48,1551895002881,0,06/03/2019 17:56:42,6138,31,task-jgum,,2280660,5bd9957a7351b50001b2c9ba,621774,,complete,,5c80092e78e54b0001d3e658,computer,Desktop or Laptop,Windows 8.1,Chrome 72.0.3626.121,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2525.930000000699,/task/29849/3/asset/Goat.mp3,0
1,1551895102310,06/03/2019 17:58:22,1551895102172,0,06/03/2019 17:58:22,6138,31,task-jgum,,2280698,5c1246ea72a5f1000117134b,621785,,complete,,5c800a037a96cf0017545b2a,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1280x800,1280x721,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3090.5599999969127,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1551895104733,06/03/2019 17:58:24,1551895104641,0,06/03/2019 17:58:24,6138,31,task-jgum,,2280698,5c1246ea72a5f1000117134b,621785,,complete,,5c800a037a96cf0017545b2a,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1280x800,1280x721,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2464.5200000013574,/task/29849/3/asset/Dog.mp3,1
3,1551895106466,06/03/2019 17:58:26,1551895106380,0,06/03/2019 17:58:26,6138,31,task-jgum,,2280698,5c1246ea72a5f1000117134b,621785,,complete,,5c800a037a96cf0017545b2a,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1280x800,1280x721,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1735.4649999979301,/task/29849/3/asset/Owl.mp3,0
4,1551895108078,06/03/2019 17:58:28,1551895107933,0,06/03/2019 17:58:27,6138,31,task-jgum,,2280698,5c1246ea72a5f1000117134b,621785,,complete,,5c800a037a96cf0017545b2a,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1280x800,1280x721,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1549.4200000030105,/task/29849/3/asset/Goat.mp3,0
1,1551895194592,06/03/2019 17:59:54,1551895197337,0,06/03/2019 17:59:57,6138,31,task-jgum,,2280727,5c1f89a010140800013f7ced,621789,,complete,,5c800a14e960aa00169603c7,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,5708.0349999596365,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1551895198718,06/03/2019 17:59:58,1551895201476,0,06/03/2019 18:00:01,6138,31,task-jgum,,2280727,5c1f89a010140800013f7ced,621789,,complete,,5c800a14e960aa00169603c7,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,4121.479999972507,/task/29849/3/asset/Dog.mp3,1
3,1551895205155,06/03/2019 18:00:05,1551895207919,0,06/03/2019 18:00:07,6138,31,task-jgum,,2280727,5c1f89a010140800013f7ced,621789,,complete,,5c800a14e960aa00169603c7,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,6433.250000001863,/task/29849/3/asset/Owl.mp3,0
4,1551895209093,06/03/2019 18:00:09,1551895211896,0,06/03/2019 18:00:11,6138,31,task-jgum,,2280727,5c1f89a010140800013f7ced,621789,,complete,,5c800a14e960aa00169603c7,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3965.555000002496,/task/29849/3/asset/Goat.mp3,0
1,1552053145146,08/03/2019 13:52:25,1552053146737,0,08/03/2019 13:52:26,6138,31,task-jgum,,2292347,5c3c6cb05060420001790d3f,625389,,complete,,5c827344eb5f5c0012e2ec5d,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x619,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,8016.900259455889,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1552053151243,08/03/2019 13:52:31,1552053152960,0,08/03/2019 13:52:32,6138,31,task-jgum,,2292347,5c3c6cb05060420001790d3f,625389,,complete,,5c827344eb5f5c0012e2ec5d,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x619,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,5632.899996629336,/task/29849/3/asset/Dog.mp3,1
3,1552053153881,08/03/2019 13:52:33,1552053155621,0,08/03/2019 13:52:35,6138,31,task-jgum,,2292347,5c3c6cb05060420001790d3f,625389,,complete,,5c827344eb5f5c0012e2ec5d,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x619,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2657.000253013226,/task/29849/3/asset/Owl.mp3,0
4,1552053156479,08/03/2019 13:52:36,1552053158220,0,08/03/2019 13:52:38,6138,31,task-jgum,,2292347,5c3c6cb05060420001790d3f,625389,,complete,,5c827344eb5f5c0012e2ec5d,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x619,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2595.9003324158584,/task/29849/3/asset/Goat.mp3,0
1,1552053179048,08/03/2019 13:52:59,1552053178835,0,08/03/2019 13:52:58,6138,31,task-jgum,,2292354,5bf033df5fc1db00013051a0,625386,,complete,,5c82733554effd0001d7194a,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1536x864,1536x754,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,5756.48999994155,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1552053182703,08/03/2019 13:53:02,1552053182585,0,08/03/2019 13:53:02,6138,31,task-jgum,,2292354,5bf033df5fc1db00013051a0,625386,,complete,,5c82733554effd0001d7194a,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1536x864,1536x754,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3741.494999965653,/task/29849/3/asset/Dog.mp3,1
3,1552053184982,08/03/2019 13:53:04,1552053184882,0,08/03/2019 13:53:04,6138,31,task-jgum,,2292354,5bf033df5fc1db00013051a0,625386,,complete,,5c82733554effd0001d7194a,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1536x864,1536x754,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2293.7450000317767,/task/29849/3/asset/Owl.mp3,0
4,1552053186513,08/03/2019 13:53:06,1552053186379,0,08/03/2019 13:53:06,6138,31,task-jgum,,2292354,5bf033df5fc1db00013051a0,625386,,complete,,5c82733554effd0001d7194a,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1536x864,1536x754,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1492.924999911338,/task/29849/3/asset/Goat.mp3,0
1,1552053230995,08/03/2019 13:53:50,1552053230731,0,08/03/2019 13:53:50,6138,31,task-jgum,,2292361,5c65e63b67057200011abaa4,625385,,complete,,5c82731c8c0d01001758fdcf,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1707x960,1897x945,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,14568.17500013858,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1552053247944,08/03/2019 13:54:07,1552053247726,0,08/03/2019 13:54:07,6138,31,task-jgum,,2292361,5c65e63b67057200011abaa4,625385,,complete,,5c82731c8c0d01001758fdcf,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1707x960,1897x945,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,16989.509999984875,/task/29849/3/asset/Dog.mp3,1
3,1552053252251,08/03/2019 13:54:12,1552053251835,0,08/03/2019 13:54:11,6138,31,task-jgum,,2292361,5c65e63b67057200011abaa4,625385,,complete,,5c82731c8c0d01001758fdcf,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1707x960,1897x945,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,4105.660000117496,/task/29849/3/asset/Owl.mp3,0
4,1552053253980,08/03/2019 13:54:13,1552053253769,0,08/03/2019 13:54:13,6138,31,task-jgum,,2292361,5c65e63b67057200011abaa4,625385,,complete,,5c82731c8c0d01001758fdcf,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1707x960,1897x945,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1928.5099999979138,/task/29849/3/asset/Goat.mp3,0
